Host,Species,Assembly,SRA_Accession,Submitters,Release_Date,Isolate,Genus,Family,Molecule_type,Sequence_Type,Genotype,Segment,Publications,Geo_Location,Country,USA,Isolation_Source,Collection_Date,BioSample,GenBank_Title,Species_superkingdom,Species_clade,Species_kingdom,Species_phylum,Species_class,Species_order,Species_family,Species_genus,Species_species,Species_no rank,Host_no rank,Host_superkingdom,Host_clade,Host_kingdom,Host_phylum,Host_subphylum,Host_superclass,Host_class,Host_infraclass,Host_order,Host_family,Host_genus,Host_species,Host_superorder,Host_suborder,Host_subfamily,Host_superfamily,Host_subspecies,Host_subclass,Host_cohort,Host_infraorder,Host_tribe,Host_subgenus,Host_parvorder,Host_subcohort
Sus scrofa,Porcine circovirus-like virus P1,GCF_002890155.1,NA,"Wen,L., Mao,A., Jiao,F., Zhang,D., Xie,J., He,K.",2018-01-18T14:17:03Z,PZ1,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,brain,2016-01-08,NA,ASM289015v1,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Porcine circovirus-like virus P1,unclassified Circovirus,cellular organisms,Eukaryota,Opisthokonta,Eukaryota,Chordata,Craniata,Sarcopterygii,Sarcopterygii,,Laurasiatheria,Suidae,Sus,Sus scrofa,Laurasiatheria,Suina,,,,,,,,,,
Sus scrofa,Porcine stool-associated circular virus/BEL/15V010,GCF_002270825.1,NA,"Conceicao-Neto,N., Godinho,R., Alvares,F., Yinda,C.K., Deboutte,W., Zeller,M., Laenen,L., Heylen,E., Roque,S., Petrucci-Fonseca,F., Santos,N., Van Ranst,M., Mesquita,J.R., Matthijnssens,J., Theuns,S., Cui,T., Christianens,I., Carpentier,S., Nauwynck,H.J.",2017-08-26T01:00:38Z,15V010,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Belgium,Belgium,NA,NA,2015-01,NA,ViralProj399966,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Porcine stool-associated circular virus/BEL/15V010,unclassified Circoviridae,cellular organisms,Eukaryota,Opisthokonta,Eukaryota,Chordata,Craniata,Sarcopterygii,Sarcopterygii,,Laurasiatheria,Suidae,Sus,Sus scrofa,Laurasiatheria,Suina,,,,,,,,,,
Tadarida brasiliensis,Bat associated circovirus 4,GCF_001316415.1,NA,"Lima,F.E., Cibulski,S.P., Dall Bello,A.G., Mayer,F.Q., Witt,A.A., Roehe,P.M., d'Azevedo,P.A., Lima,F.E.S.",2015-10-16T01:02:02Z,NA,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Brazil,Brazil,NA,oronasopharynx,2013-06-12,NA,ViralProj298251,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Bat associated circovirus 4,,cellular organisms,Eukaryota,Opisthokonta,Eukaryota,Chordata,Craniata,Sarcopterygii,Sarcopterygii,,Laurasiatheria,Molossidae,Tadarida,Tadarida brasiliensis,Laurasiatheria,Microchiroptera,,,,,,,,,,
Taeniopygia guttata,Zebra finch circovirus,GCF_000989035.1,NA,"Rinder,M., Schmitz,A., Peschel,A., Korbel,R.",2015-05-07T01:00:37Z,8454V25-1,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Germany,Germany,NA,NA,2010,NA,ViralProj283066,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Zebra finch circovirus,,cellular organisms,Eukaryota,Opisthokonta,Eukaryota,Chordata,Craniata,Sarcopterygii,Sarcopterygii,Neognathae,Passeriformes,Passeroidea,Taeniopygia,Taeniopygia guttata,,,Estrildinae,Passeroidea,,,,,,,,
Tholymis tillarga,Dragonfly associated cyclovirus 1,GCF_000920575.1,NA,"Rosario,K., Marinov,M., Stainton,D., Kraberger,S., Wiltshire,E.J., Collings,D.A., Walters,M., Martin,D.P., Breitbart,M., Varsani,A., Rosario Cora,K., Wiltshire,E.",2015-02-22T18:58:23Z,DfCyV-A1_To-6NZ21-Tt-2010,Cyclovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,Tonga,Tonga,NA,NA,2010-04-15,NA,ViralProj243506,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Cyclovirus,Dragonfly associated cyclovirus 1,,cellular organisms,Eukaryota,Opisthokonta,Eukaryota,Arthropoda,Hexapoda,Insecta,Insecta,Palaeoptera,Odonata,Cavilabiata,Tholymis,Tholymis tillarga,,Epiprocta,,Cavilabiata,,Pterygota,,Anisoptera,,,,
Tylonycteris pachypus,Bat associated cyclovirus 9,GCF_002819765.1,NA,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2018-08-25T01:02:55Z,BtTp-CV-2/GX2012,Cyclovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,NA,2012-11,NA,ASM281976v1,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Cyclovirus,Bat associated cyclovirus 9,,cellular organisms,Eukaryota,Opisthokonta,Eukaryota,Chordata,Craniata,Sarcopterygii,Sarcopterygii,,Laurasiatheria,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Laurasiatheria,Microchiroptera,,,,,,,,,,
Vespertilio sinensis,Bat circovirus,GCF_002355085.1,NA,"Zhu,A., Mi,S.",2017-09-25T13:57:25Z,Acheng30,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,NA,NA,ViralProj406967,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Bat circovirus,unclassified Circovirus,cellular organisms,Eukaryota,Opisthokonta,Eukaryota,Chordata,Craniata,Sarcopterygii,Sarcopterygii,,Laurasiatheria,Vespertilionidae,Vespertilio,Vespertilio sinensis,Laurasiatheria,Microchiroptera,,,,,,,,,,
Xanthocnemis zealandica,Dragonfly associated cyclovirus 7,GCF_002820005.1,NA,"Dayaram,A., Potter,K.A., Moline,A.B., Rosenstein,D.D., Marinov,M., Thomas,J.E., Breitbart,M., Rosario,K., Arguello-Astorga,G.R., Varsani,A., Potter,K., Argueello-Astorga,G.R.",2018-08-25T01:03:29Z,DfCyV-7_NZ-DFNZ3-2011,Cyclovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,New Zealand,New Zealand,NA,NA,2011-03,NA,ASM282000v1,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Cyclovirus,Dragonfly associated cyclovirus 7,,cellular organisms,Eukaryota,Opisthokonta,Eukaryota,Arthropoda,Hexapoda,Insecta,Insecta,Palaeoptera,Odonata,Coenagrionoidea,Xanthocnemis,Xanthocnemis zealandica,,Zygoptera,,Coenagrionoidea,,Pterygota,,,,,,
NA,Circovirus-like genome DCCV-8,GCF_001684665.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:01:13Z,DCCV-8,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328679,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-8,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Avon-Heathcote Estuary associated circular virus 10,GCF_000954515.1,NA,"Dayaram,A., Goldstien,S., Arguello-Astorga,G.R., Zawar-Reza,P., Gomez,C., Harding,J.S., Varsani,A., Arguello Astorga,G.R.",2015-03-17T12:58:40Z,AHEaCV-10-NZ-2599SG-2012,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,New Zealand,New Zealand,NA,NA,2012,NA,ViralProj277513,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Avon-Heathcote Estuary associated circular virus 10,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DHCV-3,GCF_001684645.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:01:12Z,DHCV-3,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-03,NA,ViralProj328675,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DHCV-3,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Avon-Heathcote Estuary associated circular virus 16,GCF_000955555.1,NA,"Dayaram,A., Goldstien,S., Arguello-Astorga,G.R., Zawar-Reza,P., Gomez,C., Harding,J.S., Varsani,A., Arguello Astorga,G.R.",2015-03-17T13:01:31Z,AHEaCV-16-NZ-2991SG-2012,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,New Zealand,New Zealand,NA,NA,2012,NA,ViralProj277507,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Avon-Heathcote Estuary associated circular virus 16,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Avon-Heathcote Estuary associated circular virus 13,GCF_000954855.1,NA,"Dayaram,A., Goldstien,S., Arguello-Astorga,G.R., Zawar-Reza,P., Gomez,C., Harding,J.S., Varsani,A., Arguello Astorga,G.R.",2015-03-17T12:59:31Z,AHEaCV-13-NZ-1986SG-2012,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,New Zealand,New Zealand,NA,NA,2012,NA,ViralProj277510,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Avon-Heathcote Estuary associated circular virus 13,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DHCV-2,GCF_001684525.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:00:28Z,DHCV-2,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-03,NA,ViralProj328676,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DHCV-2,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Avon-Heathcote Estuary associated circular virus 9,GCF_000955615.1,NA,"Dayaram,A., Goldstien,S., Arguello-Astorga,G.R., Zawar-Reza,P., Gomez,C., Harding,J.S., Varsani,A., Arguello Astorga,G.R.",2015-03-17T13:01:44Z,AHEaCV-9-NZ-3131SG-2012,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,New Zealand,New Zealand,NA,NA,2012,NA,ViralProj277519,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Avon-Heathcote Estuary associated circular virus 9,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-3,GCF_001684565.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:00:49Z,DCCV-3,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328684,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-3,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Avon-Heathcote Estuary associated circular virus 25,GCF_000954435.1,NA,"Dayaram,A., Goldstien,S., Arguello-Astorga,G.R., Zawar-Reza,P., Gomez,C., Harding,J.S., Varsani,A., Arguello Astorga,G.R.",2015-03-17T12:58:22Z,AHEaCV-25-NZ-1935SG-2012,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,New Zealand,New Zealand,NA,NA,2012,NA,ViralProj277494,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Avon-Heathcote Estuary associated circular virus 25,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Duck circovirus,GCF_000849785.1,NA,"Hattermann,K., Schmitt,C., Soike,D., Mankertz,A.",2015-02-12T16:42:53Z,NA,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj14619,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Duck circovirus,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Porcine circovirus 2,GCF_000862765.1,NA,"Exel,B., Sipos,W., Schmoll,F.",2015-02-13T08:22:52Z,AUT1,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,NA,NA,NA,NA,NA,NA,ViralProj15442,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Porcine circovirus 2,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-7,GCF_001684545.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:00:41Z,DCCV-7,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328680,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-7,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-11,GCF_001684585.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:00:58Z,DCCV-11,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328688,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-11,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Porcine circovirus 1,GCF_000837765.1,NA,"Niagro,F.D., Forsthoefel,A.N., Lawther,R.P., Kamalanathan,L., Ritchie,B.W., Latimer,K.S., Lukert,P.D.",2015-02-12T16:31:21Z,NA,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj14053,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Porcine circovirus 1,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-13,GCF_001684925.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:02:08Z,DCCV-13,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328686,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-13,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-10,GCF_001684825.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:01:44Z,DCCV-10,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328689,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-10,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Duck circovirus,GCF_000846025.1,NA,"Chen,C.L., Wang,P.X., Lee,M.S., Shien,J.H., Shien,H.K., Ou,S.J., Chen,C.H., Chang,P.C., Ou,S.C.",2015-02-12T16:38:26Z,TC1/2002,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj14543,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Duck circovirus,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-4,GCF_001684685.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:01:22Z,DCCV-4,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328683,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-4,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-5,GCF_001684905.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:02:01Z,DCCV-5,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328682,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-5,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-6,GCF_001684785.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:01:40Z,DCCV-6,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328681,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-6,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Giant panda circovirus 3,GCF_002219565.1,NA,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.",2017-07-16T01:00:52Z,NA,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,feces,2015,NA,ViralProj394296,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Giant panda circovirus 3,unclassified Circovirus,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circoviridae SFBeef,GCF_000926895.1,NA,"Zhang,W., Li,L., Deng,X., Kapusinszky,B., Delwart,E.",2015-02-22T19:07:45Z,NA,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,USA,USA,NA,NA,2014,NA,ViralProj263032,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circoviridae SFBeef,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-9,GCF_001684885.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:01:55Z,DCCV-9,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328678,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-9,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-1,GCF_001684945.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:02:04Z,DCCV-1,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328690,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-1,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-2,GCF_001684805.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:01:39Z,DCCV-2,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328685,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-2,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Giant panda circovirus 4,GCF_002219745.1,NA,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.",2017-07-16T01:01:15Z,NA,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,feces,2015,NA,ViralProj394295,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Giant panda circovirus 4,unclassified Circovirus,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DCCV-12,GCF_001684705.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:01:19Z,DCCV-12,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-01,NA,ViralProj328687,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DCCV-12,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DHCV-6,GCF_001684745.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:01:30Z,DHCV-6,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-03,NA,ViralProj328673,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DHCV-6,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DHCV-1,GCF_001684765.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:01:33Z,DHCV-1,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-03,NA,ViralProj328677,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DHCV-1,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Giant panda circovirus 2,GCF_002219925.1,NA,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.",2017-07-16T01:01:31Z,NA,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,feces,2015,NA,ViralProj394297,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Giant panda circovirus 2,unclassified Circovirus,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Tick associated circovirus 2,GCF_004050755.1,NA,"Liu,H.H., Liu,Q.",2021-06-01T15:51:25Z,hlj-Ic.518,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China: Heilongjiang,China,NA,NA,NA,NA,ASM405075v1,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Tick associated circovirus 2,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Spider associated cyclovirus 1,GCF_003847125.1,NA,"Rosario,K., Mettel,K.A., Benner,B.E., Johnson,R., Scott,C., Yusseff-Vanegas,S.Z., Baker,C.C., Cassill,D.L., Storer,C., Varsani,A., Breitbart,M.",2019-02-12T12:58:16Z,BC_I1647E_H3,Cyclovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,"Canada: Victoria, British Columbia",Canada,NA,NA,2017-05,NA,ASM384712v1,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Cyclovirus,Spider associated cyclovirus 1,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Giant panda circovirus 1,GCF_002219385.1,NA,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.",2017-07-16T01:00:22Z,NA,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,China,China,NA,feces,2015,NA,ViralProj394298,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Giant panda circovirus 1,unclassified Circovirus,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Beak and feather disease virus,GCF_000843965.1,NA,"Niagro,F.D., Forsthoefel,A.N., Lawther,R.P., Kamalanathan,L., Ritchie,B.W., Latimer,K.S., Lukert,P.D.",2015-02-12T16:36:48Z,NA,Circovirus,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,1,NA,NA,NA,NA,NA,NA,ViralProj14453,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Beak and feather disease virus,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,Circovirus-like genome DHCV-5,GCF_001684865.1,NA,"Ge,X.-Y., Fang,W., Wang,J., Wang,M.-N., Liu,H.-Z., Shi,Z.-L.",2016-07-14T01:01:56Z,DHCV-5,NA,Circoviridae,ssDNA(+/-),RefSeq,NA,NA,NA,China,China,NA,NA,2010-03,NA,ViralProj328674,Viruses,Monodnaviria,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Circovirus-like genome DHCV-5,unclassified Circoviridae,,,,,,,,,,,,,,,,,,,,,,,,,
